-0,000589501
-0,00149812
-0,00119477
0,000718819
0,000448172
0,000735282
-0,000544285
0,000219143
-0,000105636
-8,68153e-05
-0,000943577
-0,000398989
0,000248333
0,000643192
0,00127933
-3,086e-05
-0,000817971
0,000148562
2,97272e-05
-0,000440143
-0,00043583
-0,00117322
-0,000134456
-0,000246562
-9,0339e-05
-0,00041739
0,000609858
-0,000219613
-0,00144483
-0,000753613
-0,000270008
-0,000860276
0,000796598
7,33454e-05
0,000752866
0,000744685
0,000321679
0,000372616
-0,00108246
-0,000964828
-0,000128591
-0,000189203
-0,000479585
-0,000426812
0,000228742
-0,000142477
0,000395756
0,0003796
0,000233984
-0,00119848
1,75681e-05
0,000181819
0,00102608
-0,00056201
0,000112131
0,000506602
-0,00108158
0,000184463
-0,000244398
-0,000765575
-1,69037e-05
-0,000248346
0,000464771
-0,000569664
-0,000744011
-0,00110276
0,000598211
0,000345772
-0,000472562
0,000255712
-0,000418983
0,000587959
0,00030656
0,00042529
0,000547569
-0,000221624
0,000113944
-0,000160376
0,000196046
-1,60161e-05
-0,000865235
-0,00120489
-0,000134304
0,000598949
-2,6549e-05
-0,000628147
-1,40484e-05
-0,000868686
-0,00131602
-0,000786907
0,00114908
0,000742111
-0,000370371
-0,000255383
-0,000484549
-0,00193534
0,000528087
0,000421414
-0,000359326
-0,00157165
-0,000380774
-0,000210492
0,000517543
0,000416926
-0,000609865
0,000470393
-0,00086111
-0,000102335
-0,000157422
0,000381388
-3,30737e-05
-1,12117e-05
-0,00130355
0,000402195
-3,87057e-05
2,76377e-05
1,61557e-05
0,00035576
-0,0020454
-0,000542058
-0,000444843
-0,000873031
-0,000717561
-0,00077051
-0,000593801
-4,24369e-05
3,54613e-05
9,89332e-05
0,000519317
0,00153422
-0,000162237
0,000172561
0,000428821
-0,000803841
-0,000192764
-0,000650434
9,94114e-05
-0,000223035
0,0004281
-0,000971193
0,000468426
0,000260392
9,92233e-05
-0,000572653
0,000329681
-0,000839986
0,000105561
-0,000740049
5,96604e-05
-0,000404258
0,000453086
-0,000979938
0,00109846
-0,000522598
0,000242785
6,11811e-06
-6,42777e-05
0,000428607
-0,000638762
9,19316e-05
-0,0002131
0,000598493
-0,00106117
0,000524511
-0,000207006
-0,00120897
3,96111e-05
-0,000443263
-0,000194845
-0,000337145
0,000177758
-0,000636024
-0,000559132
-0,00027346
-0,00099946
-0,00084977
-0,000650817
-0,000171345
-0,000396569
9,65529e-05
-0,000495139
0,000157199
0,000146345
2,97819e-05
-0,000333355
0,000483573
-0,000904455
0,00116568
-0,000257178
-0,000362859
-0,00042767
0,00038517
-0,000475403
-0,000408565
0,000475591
-0,00101445
3,89605e-05
-0,000646093
-0,000854289
0,000505817
-0,00063267
-7,09045e-05
0,00039264
-0,000397212
-0,000478582
0,000556234
-0,000165765
0,000758017
-2,11435e-05
-0,000356002
-0,000166925
0,000881834
-0,00028207
-0,00115417
-0,000201863
-0,000388631
-0,000590882
-0,000153427
-0,000772367
-0,000125815
0,00031335
-0,00048132
-8,43647e-06
0,00115898
-0,00149888
1,16793e-05
-0,000239374
-0,000875105
-0,000230465
0,000427525
0,000877547
0,000301332
-0,00178339
0,000660865
0,000423199
0,000179285
-0,000406034
-6,21652e-05
-0,000620201
-0,000392395
-0,000370515
0,000760715
0,000611674
-0,000334471
-0,00135736
-0,000259501
-0,000496943
-0,00023468
-0,000295994
-0,000164337
-0,000332958
-0,000259454
-0,0016599
0,000351188
0,000106191
0,000233386
0,000246619
-0,00118543
-0,00121991
-0,000593789
-0,000269604
0,000991
0,000102703
-0,00032686
8,35656e-05
0,000162142
0,00029997
-0,000818286
0,000216548
0,000792011
-0,000801694
0,000143754
-4,39866e-05
-0,000365942
-0,000349027
-0,000828181
0,000299845
-0,00158918
-0,00038185
-0,000412141
-0,000354739
-0,000246341
-0,000177906
-0,00139127
-0,000453389
-0,000249555
-0,000717056
-0,000511491
-0,000125211
-0,000502756
0,00076452
-0,00110719
0,000169486
0,000192962
-0,00112399
-0,000476186
-0,000893319
-0,00010126
-0,00106665
-0,000680676
-0,000118846
0,000435403
-0,000166476
