# maturity time: 1.000000
# model size: 2
# number of dates: 365
# spot: 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 
# correlation: 0.000000
# volatility: 0.200000 0.200000 
100.000000 100.000000 
99.937292 100.077667 
99.389756 98.507921 
99.301139 98.448874 
99.587835 98.335589 
100.380731 96.530442 
99.725834 95.836949 
98.760737 97.594471 
100.389432 97.177741 
100.138253 98.931449 
102.195478 99.014769 
102.619308 100.753393 
102.015797 99.153332 
101.623330 99.600656 
101.130119 99.968123 
100.255663 98.732635 
99.378523 100.152793 
99.230039 99.759223 
99.492407 100.598156 
100.219097 101.234475 
99.111525 101.969023 
98.596780 102.159198 
100.811745 100.432083 
100.160439 99.589140 
100.271360 100.629658 
100.749733 99.028850 
101.039400 99.882235 
101.124835 101.401064 
101.315133 101.087415 
101.017874 100.750290 
101.396305 100.840651 
102.635529 101.199401 
102.099456 98.690755 
101.313036 98.470328 
102.554165 97.158479 
100.622986 95.658553 
102.411203 97.473726 
102.054675 95.779541 
102.665284 96.434856 
102.548355 96.833996 
103.345830 97.859093 
103.872245 97.605342 
103.838601 98.047337 
104.012923 97.281637 
104.222261 98.151221 
105.284589 96.723287 
104.869148 96.414683 
105.005811 93.734660 
106.447330 92.745736 
106.360141 92.744004 
108.361969 92.891170 
108.622949 92.928528 
109.464094 94.603526 
111.604167 95.528073 
110.812172 95.623024 
110.465897 95.739466 
110.752034 95.711998 
111.710172 95.379681 
111.576764 97.260872 
110.699227 96.385807 
110.954386 96.142688 
111.665194 95.807403 
112.784659 95.623884 
111.421777 95.589529 
110.611216 95.385720 
110.110374 95.894405 
110.102966 97.854660 
111.008439 97.792455 
111.822007 97.415572 
109.460647 96.617402 
109.877577 98.408991 
109.095787 97.068696 
109.047583 97.032694 
109.339460 96.356013 
110.008231 96.307653 
110.477437 96.040255 
111.291170 97.093420 
109.975968 98.136826 
108.113722 97.218470 
107.710985 97.115626 
107.797930 96.507235 
107.071242 97.237025 
107.412829 98.444555 
106.432295 98.468641 
105.397897 97.475661 
104.394062 97.047727 
104.932311 97.605570 
103.098558 97.514071 
103.347062 98.633650 
103.214285 97.763817 
103.043761 96.178234 
103.668248 97.265399 
104.981663 95.614728 
103.674161 96.522729 
104.192418 94.951454 
103.896069 95.089296 
101.876367 95.259511 
100.436906 96.676529 
100.060896 96.852822 
99.706306 97.022221 
99.383836 98.623246 
99.000856 98.162162 
98.564913 100.055952 
98.573167 100.356271 
98.496648 101.233385 
97.457579 101.072254 
98.257020 99.819928 
98.448233 99.062796 
99.617056 100.546298 
101.320476 101.704616 
102.460352 102.879733 
105.231324 104.534371 
104.878779 107.207318 
104.754571 107.809202 
103.516035 107.676397 
103.367398 107.278918 
104.663582 106.119714 
104.813047 105.319519 
107.124349 106.439609 
107.622869 105.588567 
105.893336 106.236113 
104.591779 108.719223 
105.728119 104.950257 
104.995820 102.862907 
106.054014 104.270997 
106.067058 103.561566 
106.422766 102.391625 
106.794701 102.278998 
104.860048 100.450566 
104.916061 98.836337 
104.074280 100.177523 
105.139007 100.663263 
106.524176 100.592166 
104.521326 98.089015 
104.904846 96.899555 
105.780354 95.293777 
104.698717 94.759991 
105.939825 94.928704 
105.857924 94.701706 
106.565093 95.155546 
106.553876 95.018195 
106.959646 97.028955 
106.652595 98.584971 
106.957341 98.381704 
106.500751 98.599965 
107.011476 98.924469 
108.478093 98.935821 
108.987826 100.664233 
109.567857 99.433496 
111.208581 99.465897 
110.931891 100.112642 
112.725716 100.756512 
114.238159 101.262449 
113.542959 101.036272 
113.002964 102.828946 
112.061623 102.947414 
113.070472 102.826947 
111.111680 103.988432 
111.109436 103.851598 
111.552412 104.349169 
109.868532 103.157953 
109.998790 103.005553 
109.500385 103.210569 
107.771854 104.799136 
107.584642 104.083513 
108.383313 104.158133 
107.889655 100.841714 
108.384485 100.315956 
107.160923 99.236663 
105.494101 100.865070 
106.369192 101.932127 
106.490235 103.216513 
105.712736 104.372967 
105.232082 104.663803 
104.873690 104.734692 
106.283955 105.374581 
107.889505 104.498287 
109.219558 105.616349 
108.600802 104.157680 
107.955563 103.400865 
108.908497 103.354565 
109.243654 103.232608 
109.924217 104.420353 
109.258756 105.235255 
110.004624 106.342174 
107.972671 106.377090 
106.930528 105.622616 
108.256032 105.419215 
