-0,00996695
0,0189204
-0,000592055
-0,0202723
0,00386679
0,0517258
-0,0115221
0,0276746
0,0200358
-0,0242764
0,0155345
0,0668702
-0,0016555
-0,00844034
0,0221058
0,0394954
0,0279648
-0,0255476
-0,00967909
0,0406684
0,0132904
-0,0345599
-0,0187803
0,0456047
-0,0167376
0,0622283
0,0207363
0,00182421
0,0690413
0,0178627
0,0973188
0,0272635
0,042651
-0,0263134
-0,0255106
-0,0455048
0,0331328
0,000360086
0,0458173
-0,00341043
0,0420004
0,0768392
0,0589834
0,0468998
-0,0410316
0,0786846
0,035374
0,0190375
-0,011243
-0,00199409
0,0823898
-0,00643016
-0,00910039
-0,0129907
-0,00456209
-0,0177023
-0,0382129
0,0261021
-0,0435392
-0,0102572
-0,00221851
0,00131569
0,00994697
-0,0592958
0,0742211
0,0738613
0,0711937
-0,054708
-0,00262503
-0,0223866
0,0431774
0,0235881
0,0161294
-0,0104355
0,0255181
0,0102405
-0,0630924
-0,0188038
-0,0757499
-0,023408
0,00732921
0,0205761
0,0139515
-0,0214673
-0,0456072
-0,0023244
-0,0058921
-0,0146353
0,0188378
0,0653715
-0,00590756
0,0510839
0,0189355
0,00915814
0,0816876
-0,0284858
0,0224214
0,0129215
0,0465212
-0,0153291
-0,0333202
0,00994726
0,0117751
0,0274623
0,00887659
-0,0255538
-0,0185239
-0,0149679
-0,025921
-0,0204915
-0,0125405
-0,0229467
0,00177239
0,111002
0,0558536
0,0115343
0,0392132
-0,0327651
0,010016
0,0317043
0,0207175
-0,0264295
-0,0266828
-0,0379507
-0,00157602
-0,0119474
-0,0293191
-0,0242861
0,0506336
0,0103425
0,0122888
0,060151
0,0263911
0,00508471
0,0354116
0,0218301
0,063032
-0,00979144
0,0414903
0,00953281
0,033682
-0,000980381
0,00449603
-0,0123608
0,0560918
0,00551632
0,0435873
0,0263622
0,0156364
0,00610141
-0,0203953
0,0245551
0,0144949
0,011908
0,00813558
-0,0101805
0,0147115
0,0408278
0,00569001
-0,000814601
-0,0185677
0,031283
-0,0529805
-0,0360073
-0,024809
0,000106399
0,00881874
-0,0108268
-0,00673011
0,0258344
0,00658366
-0,00487393
-0,0484519
0,0112892
0,0458543
-0,0211098
-0,0361383
0,0294481
0,0264722
0,0198034
0,0556725
0,0411969
-0,0298701
-0,0173978
0,0296321
-0,00207916
-0,020477
0,0360056
-0,0165493
-0,0199841
-0,0192394
-0,019625
0,0239225
-0,00196975
0,0208893
0,0492518
0,0692341
-0,0407625
0,033796
0,0171204
0,0544349
0,0122664
-0,0217136
-0,00575744
0,00615722
-0,0192854
0,0733764
-0,00779175
-0,00977624
-0,0278079
0,0704845
0,0314523
0,0139675
-0,0164651
-0,0298583
0,00958226
0,0590201
-0,0455931
-0,0211872
-0,0239684
0,0340622
-0,0189963
0,0283028
-0,0257364
0,027539
0,0298282
-0,00210209
-0,0322364
-0,0404184
-0,0265093
0,0365337
0,0608362
0,0625256
-0,0114775
-0,00827636
-0,0348068
0,026037
-0,0252481
-0,0291224
0,0242653
-0,0522176
0,0182392
0,0109876
0,0540379
-0,0131109
0,0193954
-0,0288842
-0,0515151
-0,0140097
0,00546882
-0,0291727
-0,0128397
0,0158146
0,0173902
0,0249848
-0,0183038
0,0742456
0,0268978
0,028552
-0,0319784
0,011603
-0,0423009
-0,00558778
0,042855
0,0506393
0,00400491
0,0413074
-0,0201181
-0,0210766
0,0393321
0,0129968
0,0238395
0,00557707
0,0387342
0,0290606
-0,0324566
0,0321934
-0,0575071
0,0492985
0,0150351
-0,0143873
0,0698052
-0,0115188
-0,00795834
-0,00418835
0,0323288
0,0364397
-0,0322216
0,0280626
0,00200706
-0,000153824
0,0336415
0,0102851
0,0502575
0,0311018
0,0399272
0,0306112
0,00308558
-0,0618575
0,0162841
0,0205628
0,0477655
0,0401311
0,0576356
0,0786224
-0,0257664
-0,0509074
0,0792533
0,0327051
0,0293936
0,00137217
0,0564718
0,0288691
-0,0140419
-0,0406163
0,0212885
0,0241463
0,0330746
-0,00878984
0,0464693
0,0129652
0,0028992
0,002131
-0,063424
0,0370658
0,0204484
-0,00992834
-0,00330575
0,0129489
-0,0131765
0,0121805
0,00821558
0,0154174
