# maturity time: 2.000000
# model size: 5
# number of dates: 96
# spot: 100.000000 100.000000 100.000000 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 0.000000 0.000000 0.000000 
# correlation: 0.500000
# volatility: 0.200000 0.200000 0.200000 0.200000 0.200000 
100.000000 100.000000 100.000000 100.000000 100.000000 
99.853689 100.120017 98.763469 96.304250 98.805986 
99.715205 100.749585 98.669692 98.078496 95.391245 
97.957537 98.160596 95.134545 100.012393 97.586179 
96.834138 97.021484 98.282105 104.788837 98.859490 
97.971618 101.739816 98.918713 102.867126 98.973774 
99.221625 101.211940 99.992738 101.398588 96.451234 
96.871889 103.483962 99.599542 100.387070 96.688797 
99.161313 106.543441 102.808525 100.067261 99.794136 
97.773591 106.275346 107.486688 97.088945 98.372886 
95.552679 105.347629 108.875315 97.637436 94.805185 
96.337745 107.977828 110.285170 102.061301 96.912689 
95.543627 106.788230 108.756535 102.041710 96.446710 
98.824553 109.539766 109.625591 98.242046 95.419565 
98.243169 112.448205 107.088684 94.179100 91.464265 
103.160588 120.528001 110.523808 94.104854 95.436364 
105.146564 121.361331 112.527669 96.762907 99.015387 
106.658422 121.484583 113.021984 98.201046 100.053990 
104.404968 120.782248 114.272263 99.990225 97.004150 
103.300298 119.237417 113.714971 93.363544 97.949262 
100.349419 117.301346 112.005849 95.775928 97.592966 
101.044115 117.828881 114.403323 100.391935 103.343217 
103.818193 117.430335 115.570542 100.555041 104.346330 
104.589213 117.793968 118.248504 100.630676 104.790109 
110.406006 118.773708 118.303962 102.737792 105.980054 
112.397259 118.853572 121.743326 103.522198 104.398037 
112.315767 116.765854 120.418816 101.751210 104.606926 
112.324757 122.561559 124.662022 103.743082 108.449159 
111.164594 115.877009 119.694468 101.840465 109.987322 
109.026069 111.068318 117.138841 99.657142 108.313346 
106.970669 111.638857 116.467106 100.091427 107.339161 
109.186446 115.774355 115.563096 103.714553 105.257447 
106.420255 113.293003 113.485326 102.208897 102.200188 
104.481420 114.302979 113.942072 104.850525 100.616465 
104.579697 111.729069 110.565360 101.359941 97.976616 
106.101511 114.098916 107.526721 101.342931 98.624285 
109.523775 115.578015 106.984716 101.980651 96.113143 
111.393475 119.740854 111.998457 100.683378 95.181340 
114.365319 122.790561 109.805034 100.854732 96.113428 
108.367636 120.048338 103.668381 100.722094 92.798253 
108.942367 119.359362 104.062521 100.095017 96.040558 
107.817248 117.429067 102.122775 103.170924 95.762276 
108.740866 117.721589 104.528206 101.679577 95.811268 
111.247916 115.586829 105.145754 100.264175 98.182694 
115.933434 122.881181 111.642674 106.995188 105.299745 
124.819373 132.465762 116.444610 118.578978 111.387959 
126.794987 129.781218 115.939193 117.937090 110.186728 
131.262717 128.675906 117.329522 117.112418 116.155430 
135.184247 132.050049 117.374295 114.631923 118.488287 
130.686376 137.210436 120.447296 106.951938 115.831122 
123.676358 136.725490 121.788080 105.713408 112.805721 
124.856621 133.709473 122.227473 105.216014 108.180271 
118.829408 130.618852 115.023425 99.986544 107.300926 
122.244399 134.032088 120.622267 102.400783 105.653374 
114.068594 130.619987 113.697318 100.329954 98.447539 
110.910485 127.092712 114.617944 99.532090 97.199332 
110.209940 128.731210 116.110464 99.991791 97.363220 
111.400728 136.072416 117.937381 105.658354 100.675035 
110.797907 134.334804 117.809183 106.248806 101.101388 
115.066461 136.946144 121.347098 112.751441 105.281410 
111.258154 139.537404 120.835911 111.603944 106.120404 
116.320966 144.889321 127.975180 116.833012 108.697429 
115.636630 142.838221 132.254894 115.085831 108.910642 
118.561594 144.240765 128.635595 118.143567 109.628357 
118.163259 145.384332 130.225994 114.770153 106.709295 
118.581462 145.139315 128.982581 115.043918 103.029405 
123.715617 147.645212 129.554276 118.795594 105.184379 
122.200409 135.836625 126.788996 114.054760 99.467774 
118.640597 128.935313 127.989852 114.046120 100.264052 
119.044869 133.085595 127.378357 117.736722 100.531175 
119.993711 132.541028 127.738010 121.415741 102.609462 
125.092042 132.665686 133.188782 126.911574 104.009518 
120.417532 128.334021 127.945362 125.810038 101.439199 
121.474439 128.543021 130.198112 129.885355 101.331308 
124.139520 132.084206 135.493637 127.507854 102.834122 
120.895506 128.159988 136.701359 125.464017 99.384491 
119.208276 127.500316 137.409799 123.015773 98.804285 
120.555489 132.314658 145.112897 125.366777 106.644317 
122.677475 137.056787 146.660920 130.360921 112.214246 
123.661648 139.036913 153.272415 134.825545 117.062416 
125.611285 136.374029 154.623256 134.161804 116.506105 
122.462258 137.232350 149.833380 135.160895 115.757375 
120.922834 138.716068 147.759777 137.729477 119.536309 
123.018691 139.934347 155.257792 141.906537 125.344614 
115.617943 135.632321 152.610455 141.353010 120.583107 
116.957384 135.944205 150.019613 144.765681 122.599798 
113.461630 134.801272 150.872744 146.568943 119.762356 
112.922337 130.144886 146.135350 143.839535 119.495593 
110.114900 127.516022 146.398377 141.300763 114.390788 
109.386786 126.430180 144.804302 135.636530 114.203687 
111.575985 126.768260 142.559390 133.702533 111.459699 
112.653610 123.380513 144.197981 132.209972 108.571784 
112.559396 118.984831 141.595244 133.870377 106.309185 
114.085543 119.812423 139.869031 133.915509 108.418285 
114.024463 120.679309 140.063161 132.153619 111.969692 
112.632025 123.868300 140.894122 139.983977 106.317334 
112.637178 124.911693 140.050192 138.297570 108.413993 
